Locality,Price,Bedrooms,Living area,Kitchen type,Furnished,Terrace surface,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type of property 
ixelles,"550,000",2,116,Installed,0,None,None,None,2,0,To be done up,apartment
etterbeek,"1,395,000",3,185,USA semi equipped,0,40,None,None,3,0,As new,penthouse
knokke-heist,"435,000",1,64,None,None,None,None,None,None,0,As new,apartment
amay,"239,000",2,134,Semi equipped,0,30,406,1514,4,None,To be done up,house
tielt,"1,200,000",5,278,Installed,0,None,None,20000,None,None,Good,farmhouse
overijse,"465,000",2,120,Semi equipped,0,9,874,1137,4,None,To renovate,villa
kortrijk,"353,050",3,186,Hyper equipped,0,None,229,291,None,None,As new,house
sint-joris,"239,000",2,87,Hyper equipped,None,None,None,None,None,None,As new,apartment
etterbeek,"1,050,000",5,468,Installed,0,None,53,170,2,None,Good,mansion
halle,"200,000",3,107,None,0,None,None,375,None,None,None,mixed-use-building
molenbeek-saint-jean,"200,000",2,None,Semi equipped,0,2,None,None,2,None,Good,apartment
yvoir,"235,000",4,215,Not installed,0,60,None,223,2,None,Just renovated,mixed-use-building
waremme,"205,000",2,79,Semi equipped,0,17,None,None,2,0,Good,penthouse
brugge,"495,000",3,204,Hyper equipped,0,None,None,605,4,0,As new,house
mouscron,"285,000",3,100,Installed,0,35,147,242,3,None,None,house
verviers,"175,000",2,60,Installed,0,1,None,None,2,0,Just renovated,apartment
tubize,"255,000",3,110,Installed,None,20,None,80,2,0,To be done up,house
waregem,"225,000",2,86,Installed,0,10,None,None,None,None,Good,apartment
londerzeel,"430,000",2,147,Semi equipped,0,None,None,1053,4,None,To be done up,house
tielt,"475,000",3,242,Installed,0,32,None,910,None,None,None,house
wielsbeke,"950,000",5,380,Installed,0,None,None,3500,4,None,Good,villa
deerlijk,"441,132",4,174,Hyper equipped,None,29,356,512,3,None,As new,house
schaerbeek,"330,000",2,80,USA installed,0,None,None,None,None,0,Good,duplex
huy,"140,000",8,145,Not installed,0,20,200,260,2,None,To renovate,house
overmere,"495,000",5,287,Hyper equipped,0,None,None,580,4,None,None,house
clermont,"265,000",3,160,Installed,0,None,None,400,2,0,As new,house
tongre-notre-dame,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-houses
wondelgem,"395,000",3,110,Installed,0,26,None,None,None,None,As new,apartment
seraing,"290,000",3,106,Hyper equipped,None,4,None,None,3,None,As new,apartment
gistel,"179,500",1,73,Hyper equipped,0,11,None,None,None,None,As new,ground-floor
woluwe-saint-pierre,"595,000",3,180,Not installed,0,20,None,None,3,0,To renovate,apartment
bruxelles,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
uccle,"590,000",2,110,Hyper equipped,0,8,None,None,3,0,As new,apartment
huy,"175,000",2,75,Installed,0,None,350,None,2,None,Just renovated,apartment
sint-niklaas,"175,000",3,167,None,0,None,16,105,2,None,Good,house
la-louviere,"187,500",2,83,USA hyper equipped,0,12,None,None,4,None,None,apartment
heist-op-den-berg,"339,000",3,190,Semi equipped,0,None,None,743,4,None,Good,house
gent,"1,050,000",3,220,Semi equipped,0,12,None,56,2,None,To restore,house
izegem,"348,902",2,110,Installed,None,38,None,None,None,0,None,apartment
brussels-city,"307,000",2,90,Installed,0,19,None,None,4,0,As new,apartment
ganshoren,"560,000",4,290,Installed,0,10,70,165,2,None,Good,apartment-block
braine-lalleud,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
halle,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
oud-heverlee,"345,000",3,140,Installed,0,None,400,565,4,0,To renovate,house
louvain-la-neuve,"250,000",1,62,Hyper equipped,0,None,None,None,None,0,As new,apartment
jette,"315,000",3,106,Installed,1,None,None,None,2,0,Good,apartment
laeken,"539,000",6,390,Installed,1,30,346,386,2,0,To renovate,house
gembloux,"189,000",3,None,Installed,0,None,None,60,None,None,Good,house
sterrebeek,"1,095,000",3,169,Hyper equipped,0,22,137,None,2,0,As new,ground-floor
boom,"338,800",4,216,Hyper equipped,None,None,None,134,3,None,As new,town-house
antwerp,"549,000",3,192,None,0,None,None,None,2,0,None,apartment
harelbeke,"249,000",4,182,Installed,None,None,None,181,2,0,As new,house
juprelle,"249,000",3,110,Semi equipped,0,16,None,None,2,None,Good,apartment
fleron,"295,000",4,128,Semi equipped,0,11,150,327,3,None,Good,house
mons,"216,991",2,81,Installed,0,6,None,None,2,0,As new,apartment
bruxelles,"199,000",2,80,Not installed,0,10,None,None,4,0,To be done up,apartment
antwerpen-wilrijk,"265,000",3,110,Installed,0,4,None,None,None,None,Good,apartment
gent,"389,000",2,110,Hyper equipped,0,13,None,None,2,None,Good,apartment
lodelinsart,"125,000",2,110,Not installed,0,46,None,562,4,None,Good,house
andenne,"360,000",3,200,Hyper equipped,0,None,1000,1000,4,None,As new,house
folx-les-caves,"375,000",3,127,Semi equipped,0,25,None,1363,4,0,Good,house
wavre-bierges,"697,000",4,214,USA hyper equipped,0,53,525,525,3,None,As new,house
wavre,"239,400",1,83,Installed,0,10,124,None,None,0,As new,apartment
aartrijke,"449,000",5,289,Installed,0,None,None,None,4,None,To be done up,loft
anderlecht,"150,000",1,63,None,0,None,None,None,None,None,None,apartment
engis,"150,000",3,130,Not installed,0,None,None,480,4,None,To renovate,house
woluwe-saint-pierre,"945,000",4,260,Hyper equipped,0,25,50,160,2,0,As new,house
knokke-heist,"550,000",2,100,Hyper equipped,0,3,None,None,2,0,As new,apartment
herstal,"184,000",2,83,Semi equipped,None,13,None,452,3,None,Good,house
destelbergen,"289,000",2,134,Hyper equipped,0,None,25,107,3,None,As new,house
zottegem,"425,000",5,250,None,0,None,None,637,2,None,To renovate,mansion
harelbeke,"175,000",1,60,Hyper equipped,0,None,None,None,None,None,None,apartment
st-josse-ten-noode,"245,000",2,90,Semi equipped,0,None,None,None,3,None,To be done up,apartment
anderlecht,"500,000",None,600,None,0,None,None,345,2,None,To renovate,mixed-use-building
bassenge,"239,000",3,182,Installed,None,None,80,2315,4,None,To be done up,house
evere,"179,000",1,63,Semi equipped,1,9,None,None,None,None,Good,penthouse
ixelles,"319,000",1,60,Hyper equipped,0,None,None,None,None,None,As new,apartment
beersel,"538,000",3,137,Semi equipped,0,None,None,544,4,None,Good,house
harelbeke,"219,000",2,144,Installed,None,None,None,70,2,0,As new,town-house
vilvoorde,None,4,None,None,None,None,None,257,2,None,Good,apartment-block
lasne,"825,000",5,425,Installed,0,43,None,2000,4,0,Good,villa
bruxelles,"1,290,000",3,200,USA hyper equipped,0,None,None,None,3,0,As new,penthouse
tongeren,None,2,86,Installed,None,5,None,None,None,None,Good,apartment
oostende,"215,000",3,105,Hyper equipped,0,None,None,87,None,None,As new,house
auderghem,"690,000",3,150,Hyper equipped,None,None,None,None,None,0,Good,apartment
neufchateau-grandvoir,"195,000",3,None,USA hyper equipped,0,None,None,None,3,None,Just renovated,apartment
messancy,"315,000",3,155,None,0,None,None,94,2,None,None,house
deerlijk,"249,500",3,155,Installed,0,None,None,300,2,None,Good,house
geraardsbergen,"190,000",3,178,None,1,None,None,1404,2,0,As new,house
waregem,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
herentals,"344,900",3,121,Installed,0,18,None,None,2,None,None,apartment
londerzeel,"1,275,000",4,592,Hyper equipped,0,None,None,3482,None,None,Good,country-cottage
antwerp,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-houses
mechelen,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-houses
auderghem,"657,000",2,114,USA hyper equipped,0,36,48,None,2,0,As new,ground-floor
eeklo,"349,000",6,286,None,0,None,None,800,3,0,To renovate,mansion
liege,"195,000",5,263,Semi equipped,0,None,83,None,None,None,None,house
rekkem,"249,000",3,110,Installed,0,20,90,248,3,None,Just renovated,house
grivegnee,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
namur-bouge,"495,000",4,170,Installed,0,108,1961,2131,4,1,As new,villa
woluwe-saint-pierre,"845,000",4,200,Installed,0,10,274,324,3,0,As new,house
leuven,"959,000",4,140,Hyper equipped,None,None,None,None,None,None,As new,penthouse
mortsel,"700,000",4,285,Installed,0,None,None,119,None,None,Good,house
duinbergen,"845,000",3,178,Hyper equipped,None,None,None,246,2,1,As new,house
schaerbeek,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
anderlecht,"219,000",2,85,Hyper equipped,0,None,None,None,2,0,As new,apartment
middelkerke,"325,000",4,140,Semi equipped,0,None,None,620,None,None,To be done up,country-cottage
stree,None,5,245,Installed,0,None,None,775,4,None,Good,house
mol,"328,730",2,97,Installed,0,33,None,None,2,None,None,apartment
beringen,"429,000",3,182,Installed,0,12,132,540,4,0,Good,house
tenneville,"250,000",3,None,Installed,0,None,None,840,3,None,Just renovated,house
blankenberge,"145,000",1,33,Hyper equipped,1,None,None,None,None,None,Good,apartment
wavre,"275,000",3,82,Semi equipped,0,None,25,None,3,None,Just renovated,apartment
woluwe-saint-pierre,"1,050,000",4,230,Hyper equipped,0,25,1000,1514,3,0,Good,house
anderlecht,"189,000",2,85,USA semi equipped,0,None,None,None,2,0,To renovate,apartment
liege-rocourt,"255,000",3,102,Semi equipped,0,21,260,440,3,0,To be done up,house
berlaar,"345,000",2,95,Installed,0,18,60,None,3,0,As new,apartment
knokke-heist,"699,000",2,101,USA hyper equipped,0,12,None,None,2,0,As new,apartment
antwerpen,"195,000",2,87,Installed,0,4,None,None,2,0,Good,apartment
gent,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-houses
brugge,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
rachecourt,"245,000",4,238,Semi equipped,0,None,349,520,2,None,To renovate,house
verviers,"550,000",7,519,Installed,0,None,None,2505,4,None,Good,apartment-block
ninove,"299,000",3,120,Installed,0,12,None,102,2,None,Good,mixed-use-building
lier,"336,000",3,162,None,0,14,91,167,3,None,None,house
dilbeek,"349,000",3,157,USA installed,0,20,200,280,2,None,Good,house
anderlecht,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
desteldonk,"455,000",4,240,Hyper equipped,0,None,None,837,3,None,Good,house
ninove,"234,900",2,85,Installed,0,None,None,None,3,None,Good,apartment
grez-doiceau,"195,000",2,100,Semi equipped,0,None,None,550,4,None,To be done up,house
roeselare,"280,000",4,136,Hyper equipped,0,None,None,191,None,None,As new,house
seraing,"220,000",3,220,None,0,19,113,217,2,0,None,other-property
la-hulpe,"760,000",5,215,Installed,0,25,None,1001,4,None,As new,villa
ixelles,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
diksmuide,"279,000",4,203,USA installed,0,None,None,151,None,0,None,house
dikkebus,"220,000",3,135,Installed,0,None,None,565,None,None,Good,house
enghien,"235,000",2,113,Installed,0,None,None,None,None,None,Good,apartment
schaerbeek,"775,000",6,380,Installed,0,None,100,None,2,None,Good,house
bovekerke,"290,000",4,170,Installed,0,None,None,305,None,None,Good,house
oostkamp,"265,000",2,94,Installed,0,None,None,None,2,0,Good,apartment
eghezee,"245,000",2,75,Installed,0,19,85,None,2,0,Good,ground-floor
somme-leuze,"249,000",2,80,Installed,0,None,800,900,4,0,To be done up,house
woluwe-saint-pierre,"655,000",3,176,Hyper equipped,0,10,None,None,3,None,Good,apartment
manage-fayt-lez-manage,"165,000",3,100,Installed,None,62,None,165,2,None,Good,house
mont-saint-guibert,"249,000",1,75,USA hyper equipped,None,11,81,None,2,0,As new,apartment
arendonk,"199,000",2,82,Installed,0,14,None,None,4,None,None,ground-floor
engis,"239,000",3,190,Hyper equipped,0,130,None,304,3,0,Good,house
jette,"340,000",2,126,USA installed,0,4,None,None,2,0,As new,apartment
puurs-sint-amands,"325,000",4,129,USA hyper equipped,0,None,180,275,2,None,Good,house
modave,None,3,270,Installed,0,None,None,493,3,None,Good,house
antwerp,"490,000",2,100,USA hyper equipped,None,18,None,None,2,None,None,apartment
gent,"316,509",1,76,None,None,25,None,None,None,0,None,apartment
bruxelles,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
woluwe-saint-pierre,"380,000",3,120,Installed,0,None,None,None,None,0,Good,apartment
brussels-city,"252,000",1,70,Installed,0,7,None,None,4,0,As new,apartment
brugge,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
aartselaar,"337,500",3,120,Hyper equipped,None,None,119,None,None,None,As new,ground-floor
genappe,"420,000",3,210,USA hyper equipped,None,None,None,359,3,None,Just renovated,house
haccourt,"375,000",5,156,USA hyper equipped,0,34,201,326,3,None,As new,house
genappe,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
waremme,"180,000",2,90,Not installed,0,20,120,280,2,None,To be done up,house
farciennes,"225,000",3,150,Installed,0,None,None,100,3,None,Good,apartment-block
maldegem,"939,000",4,199,Hyper equipped,0,25,13133,13133,None,None,As new,house
herstal,"225,000",2,80,None,0,20,90,None,4,None,Good,apartment
merelbeke,"267,000",1,79,None,0,20,None,None,None,None,None,apartment
wandre,"245,000",4,185,Semi equipped,0,None,110,591,3,None,Good,house
roeselare,"175,000",1,82,Installed,None,6,None,None,None,None,As new,apartment
ixelles,"599,000",3,270,Hyper equipped,0,95,None,150,4,0,As new,house
kortrijk,"228,000",3,164,Semi equipped,0,None,60,155,2,None,To be done up,house
anderlecht,"529,000",5,260,Installed,0,10,40,131,2,0,Good,apartment-block
maasmechelen,"160,000",1,84,Installed,0,None,60,None,2,0,As new,apartment
kortenaken,"428,000",3,170,Hyper equipped,0,29,890,1331,4,0,As new,house
mechelen,"319,000",2,101,Installed,0,6,None,None,None,None,Good,apartment
lessines-ollignies,"209,500",3,99,Installed,0,5,None,None,4,None,As new,duplex
tielt,"305,000",2,70,Installed,None,None,None,None,None,0,Good,apartment
engis,"179,000",4,188,Installed,0,17,200,304,2,None,Good,house
bullingen,"297,000",7,213,Not installed,0,None,None,598,4,None,Good,house
woluwe-saint-pierre,"470,000",3,110,Hyper equipped,0,6,None,None,2,None,As new,apartment
saint-gilles,"225,000",2,60,Semi equipped,0,2,None,None,2,0,Good,apartment
schaerbeek,"595,000",2,207,USA hyper equipped,None,10,None,None,2,0,Just renovated,loft
diest,"245,000",2,130,Hyper equipped,0,12,None,220,None,0,As new,house
molenbeek-saint-jean,"255,000",3,125,Installed,0,None,None,None,None,None,Good,apartment
etterbeek,"499,000",3,150,USA hyper equipped,0,None,None,None,2,0,As new,apartment
mouscron,"195,000",3,105,Not installed,0,30,150,247,3,None,Just renovated,house
jabbeke,"239,000",2,107,Hyper equipped,0,None,None,None,None,0,As new,ground-floor
soumagne-ayeneux,"315,000",3,140,None,0,25,310,564,4,0,Good,house
herstal,"149,500",2,110,None,0,15,None,None,4,None,Good,apartment
rhode-saint-genese,"3,900,000",6,620,Hyper equipped,None,None,None,3000,4,1,As new,villa
waterloo,"895,000",3,200,Installed,0,None,None,765,4,None,To be done up,mixed-use-building
hermee,"259,000",2,151,Installed,None,18,259,389,2,0,Good,house
laeken,"499,000",4,161,USA hyper equipped,0,None,None,None,4,0,As new,apartment
brugge,"685,000",4,530,USA installed,0,32,None,434,3,None,Good,apartment-block
attert,"580,000",4,335,Installed,0,None,None,1561,4,None,Good,house
kruisem,"329,173",3,130,Installed,None,27,40,None,None,0,As new,apartment
evere,"295,000",3,95,Hyper equipped,0,2,None,None,2,0,Good,duplex
auderghem,"590,000",2,240,Not installed,0,4,91,215,2,0,To renovate,apartment-block
knokke-heist,"1,750,000",6,310,USA hyper equipped,None,None,410,410,4,0,Good,house
oostende,"215,000",4,183,Installed,0,None,None,None,None,None,Good,apartment
charleroi-gilly,"59,900",2,83,Semi equipped,0,None,None,67,2,0,To be done up,house
bruxelles,"825,000",3,145,USA hyper equipped,0,10,None,None,4,1,As new,apartment
antwerp,"1,160,000",2,167,Hyper equipped,None,18,None,None,2,None,As new,apartment
herseaux,"149,000",2,95,Installed,0,None,133,175,2,None,Just renovated,house
ghlin,"265,000",3,200,Installed,0,None,None,517,3,None,Good,house
buggenhout,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
malonne,"275,000",3,150,Installed,0,30,726,726,4,None,Just renovated,house
kortrijk,"549,000",3,240,Hyper equipped,0,None,None,None,2,None,Good,apartment
ixelles,"795,000",11,234,None,0,None,None,101,2,None,To renovate,apartment-block
jette,"250,000",2,90,Installed,0,8,None,None,None,0,Good,apartment
wemmel,"475,000",3,181,Hyper equipped,None,40,210,328,3,None,To be done up,house
laeken,"349,000",2,115,USA hyper equipped,0,3,None,None,2,0,Just renovated,apartment
dour,"80,000",2,147,Not installed,0,5,250,250,2,None,To renovate,house
hove,"939,000",4,278,Installed,0,None,None,768,4,None,As new,villa
nieuwpoort,"465,000",2,60,Hyper equipped,0,100,None,None,None,0,As new,penthouse
antwerp,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
temse,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
vilvoorde,"480,000",4,205,Installed,0,28,100,190,2,None,Just renovated,house
thulin,"275,000",4,250,Installed,0,None,200,454,3,None,Good,house
